Sample	Screen_ID	Technical_rep	Screen_rep_ID	Treatment	Treatment_ID	Treatment_type	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	cell_total	cell_start	cell_activated	divisions	PI	PI_norm	PI_1	PI_2	PI_3	PI_12	PI_13	PI_23	PI_123	PI_isserlis
E13_LcGCp_full_rep2	13	2	s13_full_rep2	LcGCp	LcGCp_2	Triplet	7	full	1	1	F4	G5	6421	78.54434251	4835	543	491	372	159	53	0	6453	5287.34375	452.34375	704.53125	1.557512953	0.608192743	1	0.744822919	0.84647857	0.801540278	0.803845912	0.723260404	0.608192743	0.739516652
E13_HZS_full_rep2	13	2	s13_full_rep2	HZS	HZS_2	Triplet	7	full	1	1	G4	G6	10915	53.36625434	4868	1088	1983	1959	789	198	0	10885	6208.125	1340.125	2498.3125	1.864238411	0.727965871	0.746668562	0.815799021	0.798643385	0.71337189	0.899696723	0.701002008	0.727965871	0.854159951
E13_HZcG_full_rep2	13	2	s13_full_rep2	HZcG	HZcG_2	Triplet	7	full	1	2	B4	G7	14451	71.47944799	7086	1216	2168	2459	1036	270	38	14273	8617.15625	1531.15625	2918.875	1.906320795	0.744398608	0.746668562	0.815799021	0.744822919	0.71337189	0.721493201	0.819599791	0.744398608	0.824508401
E13_HZCp_full_rep2	13	2	s13_full_rep2	HZCp	HZCp_2	Triplet	7	full	1	2	C4	G8	11668	72.29244114	7181	1101	1436	1213	559	161	1	11652	8282.109375	1101.109375	1888.375	1.714974954	0.66968003	0.746668562	0.815799021	0.84647857	0.71337189	0.660386289	0.726672843	0.66968003	0.653946781
E13_HScG_full_rep2	13	2	s13_full_rep2	HScG	HScG_2	Triplet	7	full	1	1	B3	H1	8749	78.53680431	5520	918	971	792	405	113	1	8720	6349.609375	829.609375	1360.5	1.63992843	0.640375137	0.746668562	0.798643385	0.744822919	0.899696723	0.721493201	0.738522264	0.640375137	0.909453421
E13_HSCp_full_rep2	13	2	s13_full_rep2	HSCp	HSCp_2	Triplet	7	full	1	1	C3	H2	8331	90.46584863	4819	852	1126	946	357	160	48	8308	5672.8125	853.8125	1462.5	1.712905351	0.668871872	0.746668562	0.798643385	0.84647857	0.899696723	0.660386289	0.651263664	0.668871872	0.765717809
E13_HcGCp_full_rep2	13	2	s13_full_rep2	HcGCp	HcGCp_2	Triplet	7	full	1	1	D3	H3	8330	88.34446919	5747	783	693	694	281	109	0	8307	6419.46875	672.46875	1085.53125	1.614247874	0.630347145	0.746668562	0.744822919	0.84647857	0.721493201	0.660386289	0.723260404	0.630347145	0.701121011
E13_ZScG_full_rep2	13	2	s13_full_rep2	ZScG	ZScG_2	Triplet	7	full	1	1	E3	H4	15947	66.32699746	4803	1418	2836	4369	2357	571	30	16384	6932.75	2129.75	4446.65625	2.087877098	0.815294471	0.815799021	0.798643385	0.744822919	0.701002008	0.819599791	0.738522264	0.815294471	0.808623389
E13_ZSCp_full_rep2	13	2	s13_full_rep2	ZSCp	ZSCp_2	Triplet	7	full	1	1	F3	H5	12702	58.61289281	4320	1738	2569	3216	1142	191	46	13222	6311.3125	1991.3125	3679.15625	1.847603653	0.721470169	0.815799021	0.798643385	0.84647857	0.701002008	0.726672843	0.651263664	0.721470169	0.602019312
E13_ZcGCp_full_rep2	13	2	s13_full_rep2	ZcGCp	ZcGCp_2	Triplet	7	full	1	1	G3	H6	11732	50.90467306	4070	1503	2280	2477	1301	217	59	11907	5790.140625	1720.140625	3185.0625	1.851629136	0.723042079	0.815799021	0.744822919	0.84647857	0.819599791	0.726672843	0.723260404	0.723042079	0.796366926
E13_ScGCp_full_rep2	13	2	s13_full_rep2	ScGCp	ScGCp_2	Triplet	7	full	1	2	B3	H7	8180	85.04002495	4396	1211	1177	1068	409	57	21	8339	5456.921875	1060.921875	1707.625	1.609567151	0.628519371	0.798643385	0.744822919	0.84647857	0.738522264	0.651263664	0.723260404	0.628519371	0.680794516
E13_P_full_rep3	13	3	s13_full_rep3	P	P_3	Single	7	full	1	1	B10	A1	14441	91.78796161	8176	1180	1558	1996	1136	365	64	14475	9488.40625	1312.40625	2464.53125	1.877872229	0.784160149	NA	NA	NA	NA	NA	NA	NA	NA
E13_L_full_rep3	13	3	s13_full_rep3	L	L_3	Single	7	full	1	1	C10	A2	28292	96.21492943	12579	1097	2340	4520	4673	2028	356	27593	14638.5	2059.5	4932	2.394756009	1	NA	NA	NA	NA	NA	NA	NA	NA
E13_H_full_rep3	13	3	s13_full_rep3	H	H_3	Single	7	full	1	1	D10	A3	9891	91.80434379	8880	217	206	293	240	48	3	9887	9093.171875	213.171875	389.15625	1.825551565	0.762312135	NA	NA	NA	NA	NA	NA	NA	NA
E13_Z_full_rep3	13	3	s13_full_rep3	Z	Z_3	Single	7	full	1	1	E10	A4	21086	88.27765218	10228	1359	2082	2824	2991	1172	207	20863	12007.79688	1779.796875	3729.78125	2.095621867	0.875087842	NA	NA	NA	NA	NA	NA	NA	NA
E13_S_full_rep3	13	3	s13_full_rep3	S	S_3	Single	7	full	1	1	F10	A5	11989	86.09694794	8062	671	1026	1211	782	209	0	11961	8860.78125	798.78125	1530.78125	1.916396072	0.8002469	NA	NA	NA	NA	NA	NA	NA	NA
E13_cG_full_rep3	13	3	s13_full_rep3	cG	cG_3	Single	7	full	1	1	G10	A6	12812	93.11723236	9619	437	665	791	836	383	76	12807	10168.03125	549.03125	1123.59375	2.046502362	0.854576564	NA	NA	NA	NA	NA	NA	NA	NA
E13_Cp_full_rep3	13	3	s13_full_rep3	Cp	Cp_3	Single	7	full	1	2	B10	A7	18836	94.71037812	12991	484	753	1464	1611	1275	263	18841	13748.89063	757.890625	1794.125	2.367261107	0.988518704	NA	NA	NA	NA	NA	NA	NA	NA
E13_PL_full_rep3	13	3	s13_full_rep3	PL	PL_3	Pair	7	full	1	2	C10	A8	10195	92.90140332	7467	876	971	634	108	32	54	10142	8235.59375	768.59375	1198.3125	1.559097378	0.651046441	NA	NA	NA	NA	NA	NA	NA	NA
E13_PH_full_rep3	13	3	s13_full_rep3	PH	PH_3	Pair	7	full	1	1	B9	B1	4566	81.05805077	4055	178	128	122	35	2	1	4521	4193.515625	138.515625	207.90625	1.500958827	0.626768999	NA	NA	NA	NA	NA	NA	NA	NA
E13_PZ_full_rep3	13	3	s13_full_rep3	PZ	PZ_3	Pair	7	full	1	1	C9	B2	15860	61.47525098	9271	1877	2432	1526	516	106	1	15729	11043.82813	1772.828125	2872.40625	1.620239554	0.676578135	NA	NA	NA	NA	NA	NA	NA	NA
E13_PS_full_rep3	13	3	s13_full_rep3	PS	PS_3	Pair	7	full	1	1	D9	B3	3354	77.9637378	3113	121	44	5	3	1	0	3287	3185.34375	72.34375	85.28125	1.178833693	0.492256284	NA	NA	NA	NA	NA	NA	NA	NA
E13_PcG_full_rep3	13	3	s13_full_rep3	PcG	PcG_3	Pair	7	full	1	1	E9	B4	6813	79.38708926	5532	361	412	264	101	4	0	6674	5854.9375	322.9375	511.375	1.583510741	0.661240951	NA	NA	NA	NA	NA	NA	NA	NA
E13_PCp_full_rep3	13	3	s13_full_rep3	PCp	PCp_3	Pair	7	full	1	1	F9	B5	17805	94.10179166	11704	816	960	1592	1502	748	209	17531	12671.51563	967.515625	1996.96875	2.064017054	0.861890333	NA	NA	NA	NA	NA	NA	NA	NA
E13_LH_full_rep3	13	3	s13_full_rep3	LH	LH_3	Pair	7	full	1	1	G9	B6	14793	93.88804265	9719	625	1154	1613	1111	387	0	14609	10603.15625	884.15625	1832.59375	2.072703496	0.865517609	NA	NA	NA	NA	NA	NA	NA	NA
E13_LZ_full_rep3	13	3	s13_full_rep3	LZ	LZ_3	Pair	7	full	1	2	B9	B7	20584	75.82142331	9076	1765	2693	4250	2180	567	76	20607	11318.15625	2242.15625	4463.46875	1.990703703	0.831276212	NA	NA	NA	NA	NA	NA	NA	NA
E13_LS_full_rep3	13	3	s13_full_rep3	LS	LS_3	Pair	7	full	1	2	C9	B8	9634	89.06351114	4729	1126	1528	1471	751	164	67	9836	5910.984375	1181.984375	2098.28125	1.77521911	0.741294355	NA	NA	NA	NA	NA	NA	NA	NA
E13_LcG_full_rep3	13	3	s13_full_rep3	LcG	LcG_3	Pair	7	full	1	1	B8	C1	17768	91.57818782	8893	1673	2285	2581	1325	594	187	17538	10727.67188	1834.671875	3388.46875	1.84690723	0.771229813	NA	NA	NA	NA	NA	NA	NA	NA
E13_LCp_full_rep3	13	3	s13_full_rep3	LCp	LCp_3	Pair	7	full	1	1	C8	C2	18707	94.50366254	8829	1486	2423	3220	1827	780	133	18698	10720.89063	1891.890625	3753.09375	1.983779453	0.82838479	NA	NA	NA	NA	NA	NA	NA	NA
E13_HZ_full_rep3	13	3	s13_full_rep3	HZ	HZ_3	Pair	7	full	1	1	D8	C3	15182	81.7951619	10659	742	1136	1392	911	373	55	15268	11557.45313	898.453125	1752.1875	1.950226953	0.814373968	NA	NA	NA	NA	NA	NA	NA	NA
E13_HS_full_rep3	13	3	s13_full_rep3	HS	HS_3	Pair	7	full	1	1	E8	C4	11049	91.83011968	6519	654	1273	1622	820	197	0	11085	7424.40625	905.40625	1807.53125	1.996375936	0.833644818	NA	NA	NA	NA	NA	NA	NA	NA
E13_HcG_full_rep3	13	3	s13_full_rep3	HcG	HcG_3	Pair	7	full	1	1	F8	C5	10595	91.93058568	8351	293	571	653	440	236	0	10544	8756.75	405.75	823.75	2.030191004	0.847765283	NA	NA	NA	NA	NA	NA	NA	NA
E13_HCp_full_rep3	13	3	s13_full_rep3	HCp	HCp_3	Pair	7	full	1	1	G8	C6	9110	91.82542082	7026	370	667	588	313	77	0	9041	7473.21875	447.21875	829.28125	1.854307875	0.774320168	NA	NA	NA	NA	NA	NA	NA	NA
E13_ZS_full_rep3	13	3	s13_full_rep3	ZS	ZS_3	Pair	7	full	1	2	B8	C7	12239	76.66624906	5551	1270	2364	1932	762	248	6	12133	7073.96875	1522.96875	2771.3125	1.81967785	0.759859394	NA	NA	NA	NA	NA	NA	NA	NA
E13_ZcG_full_rep3	13	3	s13_full_rep3	ZcG	ZcG_3	Pair	7	full	1	2	C8	C8	15833	70.86335765	7749	829	2086	2842	1626	503	61	15696	9158.546875	1409.546875	3014.0625	2.138320161	0.892917756	NA	NA	NA	NA	NA	NA	NA	NA
E13_ZCp_full_rep3	13	3	s13_full_rep3	ZCp	ZCp_3	Pair	7	full	1	1	B7	D1	29738	82.9326789	11999	2080	3102	4771	4872	2253	668	29745	14796.21875	2797.21875	6012.78125	2.149557038	0.89761004	NA	NA	NA	NA	NA	NA	NA	NA
E13_ScG_full_rep3	13	3	s13_full_rep3	ScG	ScG_3	Pair	7	full	1	1	C7	D2	13960	86.02945708	5570	1280	2499	3051	1433	310	45	14188	7316.078125	1746.078125	3444.53125	1.972724588	0.82376851	NA	NA	NA	NA	NA	NA	NA	NA
E13_SCp_full_rep3	13	3	s13_full_rep3	SCp	SCp_3	Pair	7	full	1	1	D7	D3	8281	89.70859062	4006	1414	1393	1094	304	65	8	8284	5219.15625	1213.15625	1900.65625	1.566703588	0.654222636	NA	NA	NA	NA	NA	NA	NA	NA
E13_cGCp_full_rep3	13	3	s13_full_rep3	cGCp	cGCp_3	Pair	7	full	1	1	E7	D4	18789	94.94188984	6358	1708	3071	4166	2821	682	149	18955	8700.453125	2342.453125	4777.53125	2.03954188	0.851670012	NA	NA	NA	NA	NA	NA	NA	NA
E13_PLH_full_rep3	13	3	s13_full_rep3	PLH	PLH_3	Triplet	7	full	1	1	F7	D5	3870	69.76744186	3831	36	0	0	0	0	0	3867	3849	18	18	1	0.417579075	0.784160149	1	0.762312135	0.651046441	0.626768999	0.865517609	0.417579075	0.606224424
E13_PLZ_full_rep3	13	3	s13_full_rep3	PLZ	PLZ_3	Triplet	7	full	1	1	G7	D6	9005	55.0764526	6326	974	874	498	120	37	0	8829	7102.40625	776.40625	1146.53125	1.476715637	0.61664555	0.784160149	1	0.875087842	0.651046441	0.676578135	0.831276212	0.61664555	0.525736613
E13_PLS_full_rep3	13	3	s13_full_rep3	PLS	PLS_3	Triplet	7	full	1	2	B7	D7	4500	78.27448252	4422	38	0	1	2	0	0	4463	4441.25	19.25	19.875	1.032467532	0.431136838	0.784160149	1	0.8002469	0.651046441	0.492256284	0.741294355	0.431136838	0.339504215
E13_PLcG_full_rep3	13	3	s13_full_rep3	PLcG	PLcG_3	Triplet	7	full	1	2	C7	D8	5179	70.97437303	4835	159	66	9	7	0	1	5077	4932.578125	97.578125	117.71875	1.206405124	0.503769536	0.784160149	1	0.854576564	0.651046441	0.661240951	0.771229813	0.503769536	0.482127895
E13_PLCp_full_rep3	13	3	s13_full_rep3	PLCp	PLCp_3	Triplet	7	full	1	1	B6	E1	14215	92.89028295	8241	1842	1748	1392	448	230	78	13979	9809.40625	1568.40625	2472.25	1.576281655	0.658222236	0.784160149	1	0.988518704	0.651046441	0.861890333	0.82838479	0.658222236	0.604734309
E13_PHZ_full_rep3	13	3	s13_full_rep3	PHZ	PHZ_3	Triplet	7	full	1	1	C6	E2	5886	41.83071566	5147	280	209	2	1	1	1	5641	5339.609375	192.609375	245.75	1.275898434	0.532788489	0.784160149	0.762312135	0.875087842	0.626768999	0.676578135	0.814373968	0.532788489	0.656630351
E13_PHS_full_rep3	13	3	s13_full_rep3	PHS	PHS_3	Triplet	7	full	1	1	D6	E3	3522	80.42932176	3236	188	58	0	0	0	0	3482	3344.5	108.5	123	1.133640553	0.473384574	0.784160149	0.762312135	0.8002469	0.626768999	0.492256284	0.833644818	0.473384574	0.573799075
E13_PHcG_full_rep3	13	3	s13_full_rep3	PHcG	PHcG_3	Triplet	7	full	1	1	E6	E4	3784	64.86115872	3711	23	1	1	1	0	0	3737	3722.9375	11.9375	12.625	1.057591623	0.441628132	0.784160149	0.762312135	0.854576564	0.626768999	0.661240951	0.847765283	0.441628132	0.682789185
E13_PHCp_full_rep3	13	3	s13_full_rep3	PHCp	PHCp_3	Triplet	7	full	1	1	F6	E5	6505	81.38371075	5207	583	326	208	111	32	0	6467	5613.9375	406.9375	565.25	1.389033943	0.580031509	0.784160149	0.762312135	0.988518704	0.626768999	0.861890333	0.774320168	0.580031509	0.701970221
E13_PZS_full_rep3	13	3	s13_full_rep3	PZS	PZS_3	Triplet	7	full	1	1	G6	E6	6633	34.25074873	3183	1011	1065	792	380	164	1	6596	4082.640625	899.640625	1455.71875	1.618111399	0.675689462	0.784160149	0.875087842	0.8002469	0.676578135	0.492256284	0.759859394	0.675689462	0.46977523
E13_PZcG_full_rep3	13	3	s13_full_rep3	PZcG	PZcG_3	Triplet	7	full	1	2	B6	E7	3629	30.6996024	3564	74	0	0	0	0	0	3638	3601	37	37	1	0.417579075	0.784160149	0.875087842	0.854576564	0.676578135	0.661240951	0.892917756	0.417579075	0.684185975
E13_PZCp_full_rep3	13	3	s13_full_rep3	PZCp	PZCp_3	Triplet	7	full	1	2	C6	E8	13073	58.75769698	8814	1391	1625	861	216	2	4	12913	10037	1223	1885.5625	1.54175184	0.643803308	0.784160149	0.875087842	0.988518704	0.676578135	0.861890333	0.89761004	0.643803308	0.770249028
E13_PScG_full_rep3	13	3	s13_full_rep3	PScG	PScG_3	Triplet	7	full	1	1	B5	F1	6016	73.80689486	4521	401	537	251	90	20	0	5820	4893.375	372.375	588.75	1.581067472	0.660220693	0.784160149	0.8002469	0.854576564	0.492256284	0.661240951	0.82376851	0.660220693	0.523262418
E13_PSCp_full_rep3	13	3	s13_full_rep3	PSCp	PSCp_3	Triplet	7	full	1	1	C5	F2	8251	85.84954739	5019	819	1019	884	304	109	0	8154	5816.15625	797.15625	1343.53125	1.685405151	0.703789925	0.784160149	0.8002469	0.988518704	0.492256284	0.861890333	0.654222636	0.703789925	0.448710999
E13_PcGCp_full_rep3	13	3	s13_full_rep3	PcGCp	PcGCp_3	Triplet	7	full	1	1	D5	F3	5699	83.89518622	4883	497	197	57	1	0	0	5635	5187.9375	304.9375	368.625	1.208854273	0.50479225	0.784160149	0.854576564	0.988518704	0.661240951	0.861890333	0.851670012	0.50479225	0.733184044
E13_LHZ_full_rep3	13	3	s13_full_rep3	LHZ	LHZ_3	Triplet	7	full	1	1	E5	F4	14235	71.41782059	8217	1056	1941	1946	798	287	1	14246	9532.359375	1315.359375	2472.6875	1.879856978	0.784988939	1	0.762312135	0.875087842	0.865517609	0.831276212	0.814373968	0.784988939	0.871289686
E13_LHS_full_rep3	13	3	s13_full_rep3	LHS	LHS_3	Triplet	7	full	1	1	F5	F5	15706	94.14938257	4833	1754	3027	4021	1836	420	105	15996	7098.890625	2265.890625	4432.84375	1.956336154	0.816925042	1	0.762312135	0.8002469	0.865517609	0.741294355	0.833644818	0.816925042	0.871294438
E13_LHcG_full_rep3	13	3	s13_full_rep3	LHcG	LHcG_3	Triplet	7	full	1	1	G5	F6	14086	90.74861487	6830	1280	1911	2262	1338	436	82	14139	8329.03125	1499.03125	2854.0625	1.90393796	0.795044653	1	0.762312135	0.854576564	0.865517609	0.771229813	0.847765283	0.795044653	0.872426023
E13_LHCp_full_rep3	13	3	s13_full_rep3	LHCp	LHCp_3	Triplet	7	full	1	2	B5	F7	7430	90.49939099	4881	915	820	547	207	26	0	7396	5625.625	744.625	1128.4375	1.515444015	0.632817711	1	0.762312135	0.988518704	0.865517609	0.82838479	0.774320168	0.632817711	0.754268684
E13_LZS_full_rep3	13	3	s13_full_rep3	LZS	LZS_3	Triplet	7	full	1	2	C5	F8	11685	57.7750309	4719	1937	2239	1907	622	150	0	11574	6529.1875	1810.1875	2982.0625	1.647377689	0.687910452	1	0.875087842	0.8002469	0.831276212	0.741294355	0.759859394	0.687910452	0.673210618
E13_LZcG_full_rep3	13	3	s13_full_rep3	LZcG	LZcG_3	Triplet	7	full	1	1	B4	G1	14571	58.99906871	6210	1322	2190	2719	1619	490	128	14678	7876.875	1666.875	3268.9375	1.96111736	0.818921574	1	0.875087842	0.854576564	0.831276212	0.771229813	0.892917756	0.818921574	0.782541635
E13_LZCp_full_rep3	13	3	s13_full_rep3	LZCp	LZCp_3	Triplet	7	full	1	1	C4	G2	15888	70.15808531	7533	1669	2535	2588	1047	265	1	15638	9398.484375	1865.484375	3375.75	1.809583637	0.755644262	1	0.875087842	0.988518704	0.831276212	0.82838479	0.89761004	0.755644262	0.714170183
E13_LScG_full_rep3	13	3	s13_full_rep3	LScG	LScG_3	Triplet	7	full	1	1	D4	G3	9922	82.91133952	4874	1648	1441	1254	509	142	32	9900	6251.75	1377.75	2167.1875	1.572990383	0.65684787	1	0.8002469	0.854576564	0.741294355	0.771229813	0.82376851	0.65684787	0.706691068
E13_LSCp_full_rep3	13	3	s13_full_rep3	LSCp	LSCp_3	Triplet	7	full	1	1	E4	G4	8702	90.13880257	4418	1446	1458	1049	428	101	25	8925	5666.921875	1248.921875	1970.5	1.577760819	0.658839904	1	0.8002469	0.988518704	0.741294355	0.82838479	0.654222636	0.658839904	0.467800274
E13_LcGCp_full_rep3	13	3	s13_full_rep3	LcGCp	LcGCp_3	Triplet	7	full	1	1	F4	G5	9122	84.88739996	4973	1389	1488	936	313	106	0	9205	6179.375	1206.375	1884.3125	1.561962491	0.652242853	1	0.854576564	0.988518704	0.771229813	0.82838479	0.851670012	0.652242853	0.6324335
E13_HZS_full_rep3	13	3	s13_full_rep3	HZS	HZS_3	Triplet	7	full	1	1	G4	G6	10930	57.6841883	6397	732	1487	1562	643	218	0	11039	7377	980	1890.0625	1.928635204	0.805357705	0.762312135	0.875087842	0.8002469	0.814373968	0.833644818	0.759859394	0.805357705	0.892789186
E13_HZcG_full_rep3	13	3	s13_full_rep3	HZcG	HZcG_3	Triplet	7	full	1	2	B4	G7	14939	70.37403429	7335	887	2040	2705	1518	549	60	15094	8739.59375	1404.59375	2948.78125	2.099383719	0.876658712	0.762312135	0.875087842	0.854576564	0.814373968	0.847765283	0.892917756	0.876658712	0.978336942
E13_HZCp_full_rep3	13	3	s13_full_rep3	HZCp	HZCp_3	Triplet	7	full	1	2	C4	G8	11161	63.37876207	6305	1012	1432	1514	717	175	2	11157	7408.5625	1103.5625	1996.53125	1.809169168	0.755471188	0.762312135	0.875087842	0.988518704	0.814373968	0.774320168	0.89761004	0.755471188	0.848019045
E13_HScG_full_rep3	13	3	s13_full_rep3	HScG	HScG_3	Triplet	7	full	1	1	B3	H1	12936	88.63309353	6108	999	1830	2271	1118	331	54	12711	7429.9375	1321.9375	2602.40625	1.968630325	0.822058831	0.762312135	0.8002469	0.854576564	0.833644818	0.847765283	0.82376851	0.822058831	0.976155371
E13_HSCp_full_rep3	13	3	s13_full_rep3	HSCp	HSCp_3	Triplet	7	full	1	1	C3	H2	9743	85.87167284	4804	1221	1380	1484	829	162	41	9921	6002.515625	1198.515625	2093.40625	1.746665798	0.729371089	0.762312135	0.8002469	0.988518704	0.833644818	0.774320168	0.654222636	0.729371089	0.73637487
E13_HcGCp_full_rep3	13	3	s13_full_rep3	HcGCp	HcGCp_3	Triplet	7	full	1	1	D3	H3	7558	78.860601	5433	530	603	475	212	109	74	7436	5925.9375	492.9375	821.59375	1.666730062	0.695991598	0.762312135	0.854576564	0.988518704	0.847765283	0.774320168	0.851670012	0.695991598	0.861036997
E13_ZScG_full_rep3	13	3	s13_full_rep3	ZScG	ZScG_3	Triplet	7	full	1	1	E3	H4	12702	54.74056197	5194	1132	2073	2659	1531	332	66	12987	6717.71875	1523.71875	3040.4375	1.995405976	0.833239783	0.875087842	0.8002469	0.854576564	0.759859394	0.892917756	0.82376851	0.833239783	0.887885928
E13_ZSCp_full_rep3	13	3	s13_full_rep3	ZSCp	ZSCp_3	Triplet	7	full	1	1	F3	H5	10730	52.15320307	4903	1021	1819	1946	739	215	2	10645	6164.4375	1261.4375	2368.28125	1.877446366	0.783982318	0.875087842	0.8002469	0.988518704	0.759859394	0.89761004	0.654222636	0.783982318	0.657454874
E13_ZcGCp_full_rep3	13	3	s13_full_rep3	ZcGCp	ZcGCp_3	Triplet	7	full	1	1	G3	H6	13256	57.24650199	5731	1124	1834	2433	1623	607	115	13467	7177.828125	1446.828125	2902.75	2.006285301	0.837782761	0.875087842	0.854576564	0.988518704	0.892917756	0.89761004	0.851670012	0.837782761	0.916541462
E13_ScGCp_full_rep3	13	3	s13_full_rep3	ScGCp	ScGCp_3	Triplet	7	full	1	2	B3	H7	8743	84.25363785	3945	1249	1479	1367	582	156	22	8800	5151.71875	1206.71875	2048.5625	1.697630454	0.708894956	0.8002469	0.854576564	0.988518704	0.82376851	0.654222636	0.851670012	0.708894956	0.702899186
E16_P_full_rep1	16	1	s16_full_rep1	P	P_1	Single	7	full	1	1	B10	A1	26622	96.20555074	14165	1347	3202	3686	3258	1633	293	27584	16358.98438	2193.984375	4753.875	2.166777054	0.823873929	NA	NA	NA	NA	NA	NA	NA	NA
E16_L_full_rep1	16	1	s16_full_rep1	L	L_1	Single	7	full	1	1	C10	A2	32994	96.53295883	13242	945	2266	5674	6688	3487	640	32942	15527.21875	2285.21875	6010.09375	2.629986188	1	NA	NA	NA	NA	NA	NA	NA	NA
E16_H_full_rep1	16	1	s16_full_rep1	H	H_1	Single	7	full	1	1	D10	A3	7317	88.34822507	6968	146	113	35	0	0	0	7262	7073.625	105.625	142.625	1.350295858	0.513423175	NA	NA	NA	NA	NA	NA	NA	NA
E16_Z_full_rep1	16	1	s16_full_rep1	Z	Z_1	Single	7	full	1	1	E10	A4	13857	86.62249172	10478	519	613	1038	862	316	0	13826	11084.25	606.25	1220.125	2.01257732	0.765242543	NA	NA	NA	NA	NA	NA	NA	NA
E16_S_full_rep1	16	1	s16_full_rep1	S	S_1	Single	7	full	1	1	F10	A5	11105	91.61029533	6706	677	1695	1480	468	97	1	11124	7685.546875	979.546875	1873.25	1.912363816	0.727138349	NA	NA	NA	NA	NA	NA	NA	NA
E16_cG_full_rep1	16	1	s16_full_rep1	cG	cG_1	Single	7	full	1	1	G10	A6	6371	87.79109825	5919	94	220	98	12	0	0	6343	6034	115	196.75	1.710869565	0.650524163	NA	NA	NA	NA	NA	NA	NA	NA
E16_Cp_full_rep1	16	1	s16_full_rep1	Cp	Cp_1	Single	7	full	1	2	B10	A7	16168	92.30417904	13796	381	412	612	688	306	1	16196	14218.57813	422.578125	845.90625	2.00177482	0.761135107	NA	NA	NA	NA	NA	NA	NA	NA
E16_PL_full_rep1	16	1	s16_full_rep1	PL	PL_1	Pair	7	full	1	2	C10	A8	10263	93.25761018	7867	1052	765	335	117	77	0	10213	8635.84375	768.84375	1075.40625	1.398731862	0.531840003	NA	NA	NA	NA	NA	NA	NA	NA
E16_PH_full_rep1	16	1	s16_full_rep1	PH	PH_1	Pair	7	full	1	1	B9	B1	6476	91.10861002	5816	391	220	59	5	0	0	6491	6074.1875	258.1875	328.875	1.273783588	0.484330904	NA	NA	NA	NA	NA	NA	NA	NA
E16_PZ_full_rep1	16	1	s16_full_rep1	PZ	PZ_1	Pair	7	full	1	1	C9	B2	15939	72.87399415	11097	1671	1946	784	305	90	0	15893	12538.875	1441.875	2192.8125	1.520806242	0.578256361	NA	NA	NA	NA	NA	NA	NA	NA
E16_PS_full_rep1	16	1	s16_full_rep1	PS	PS_1	Pair	7	full	1	1	D9	B3	3828	85.75268817	3466	238	79	29	0	0	0	3812	3608.375	142.375	169.375	1.189640035	0.45233699	NA	NA	NA	NA	NA	NA	NA	NA
E16_PcG_full_rep1	16	1	s16_full_rep1	PcG	PcG_1	Pair	7	full	1	1	E9	B4	8556	91.28347381	6268	1257	739	220	67	1	1	8553	7112.984375	844.984375	1097.5	1.298840585	0.493858329	NA	NA	NA	NA	NA	NA	NA	NA
E16_PCp_full_rep1	16	1	s16_full_rep1	PCp	PCp_1	Pair	7	full	1	1	F9	B5	19396	92.55583127	12814	723	1182	1654	1888	955	112	19328	13827.34375	1013.34375	2204.46875	2.17544022	0.827167926	NA	NA	NA	NA	NA	NA	NA	NA
E16_LH_full_rep1	16	1	s16_full_rep1	LH	LH_1	Pair	7	full	1	1	G9	B6	14042	94.14052025	8922	593	1722	1555	801	323	93	14009	9904.984375	982.984375	2000.0625	2.034683919	0.773648138	NA	NA	NA	NA	NA	NA	NA	NA
E16_LZ_full_rep1	16	1	s16_full_rep1	LZ	LZ_1	Pair	7	full	1	2	B9	B7	18343	83.43415965	11032	1114	2316	2469	939	321	1	18192	12545.35938	1513.359375	2925.875	1.933364307	0.735123369	NA	NA	NA	NA	NA	NA	NA	NA
E16_LS_full_rep1	16	1	s16_full_rep1	LS	LS_1	Pair	7	full	1	2	C9	B8	13098	89.59573158	5475	1531	2558	2483	898	151	0	13096	7251.21875	1776.21875	3223.71875	1.814933408	0.690092372	NA	NA	NA	NA	NA	NA	NA	NA
E16_LcG_full_rep1	16	1	s16_full_rep1	LcG	LcG_1	Pair	7	full	1	1	B8	C1	20887	95.72410632	8515	2142	3990	3876	2108	256	85	20972	11209.07813	2694.078125	5094.46875	1.890987757	0.719010528	NA	NA	NA	NA	NA	NA	NA	NA
E16_LCp_full_rep1	16	1	s16_full_rep1	LCp	LCp_1	Pair	7	full	1	1	C8	C2	21813	96.37271362	10089	1269	2672	3762	2778	962	129	21661	12067.45313	1978.453125	4238.15625	2.142156514	0.814512458	NA	NA	NA	NA	NA	NA	NA	NA
E16_HZ_full_rep1	16	1	s16_full_rep1	HZ	HZ_1	Pair	7	full	1	1	D8	C3	16779	87.7195734	11760	664	1418	1689	1040	218	2	16791	12729.46875	969.46875	1968.625	2.030622441	0.772103842	NA	NA	NA	NA	NA	NA	NA	NA
